Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",7/1/2022,116240,Offices,Unit 5-6 Brunel Lock Development,Unit 5-6 Brunel Lock Development Smeaton Road Hotwells Bristol BS1 6SE,,Smeaton Road,Bristol,BS1 6SE,Hotwells & Harbourside,356783,172248,Leasehold,,Land And Building(S),412,0.067738,Yes,Direct Service,B,1200,"Modern Kitchen, Meeting Rooms","2012, 2014, 2016, 2018, 2021, 2022, 2025",291200,,2022,706.7961165,7,High
"Bristol, City of",7/1/2022,138841,Land/Bldgs Held For Developement,Site Of Former Brunel Ford Garage,Site Of Former Brunel Ford Garage Muller Road Horfield Bristol,,Muller Road,Bristol,BS7 9ND,Lockleaze,359910,176178,Freehold,,Land Only,222,0.483702,Yes,Direct Service,,,,"2012, 2016, 2017, 2021, 2024",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,250,Community Centre/Facilities,Manor Farm Boys Club,Manor Farm Boys Club Wellington Hill Horfield Bristol BS7 8ST,,Wellington Hill,Bristol,BS7 8ST,Horfield,359138,176748,Freehold,,Land And Building(S),355,0.104765,,Indirect Service / Non-Investment Letting(s),F,2000,,"2010, 2012, 2016, 2020, 2021",291200,,2022,820.2816901,5,Low
"Bristol, City of",7/1/2022,139061,Land-Unused Land,Knighton Road - Land Adjoining 82,Knighton Road - Land Adjoining 82 Southmead Bristol BS10 5SF,,,,BS10 5SF,Southmead,359295,178581,Freehold,,Land Only,222,0.01485,,Surplus / Non-operational / Under Review,,,,"2010, 2016, 2020, 2021, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,139072,Nursery School,Ilminster Avenue Specialist Nursery School And Childrens Centre,Ilminster Avenue Specialist Nursery School And Childrens Centre Ilminster Avenue Knowle  Bristol BS4 1BX,10,Throgmorton Road,Bristol,BS4 1HR,Knowle,360067,169844,Freehold,,Land And Building(S),1373.9,0.759828,Yes,Direct Service,F,2000,,"2011, 2013, 2015, 2016, 2021, 2024, 2025",638439.4,,2022,464.6913167,7,Low
"Bristol, City of",7/1/2022,663,Special School,Meriton Centre,Meriton Centre Meriton Street St Philips Marsh Bristol BS2 0SU,,Meriton Street,Bristol,BS2 0SZ,Lawrence Hill,360531,172212,Freehold,,Land And Building(S),404.8,0.079199,,Indirect Service / Non-Investment Letting(s),F,2000,,"2010, 2015, 2016, 2018, 2021, 2023",291200,,2022,719.3675889,6,Low
"Bristol, City of",7/1/2022,4569,Sports Building/Hall/Facility,Durdham Down Dressing Rooms,Durdham Down Dressing Rooms Stoke Road Stoke Bishop Bristol BS9 1FG,,Stoke Road,Bristol,BS9 1FG,Stoke Bishop,357096,175009,Management Agreement,,Building(S) Only,692,0.062312,Yes,Direct Service,F,2000,,"2012, 2016, 2017, 2020, 2021, 2022, 2024",291200,,2022,420.8092486,7,Low
"Bristol, City of",7/1/2022,126894,Industrial/Workshop,Units 1 And 2 Little Ann Street,Units 1 And 2 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359881,173573,Freehold,,Land And Building(S),222,0.099943,,Investment Properties,,,"Loading Dock, Security System","2016, 2021",,,2022,0,2,Unknown
"Bristol, City of",7/1/2022,126896,Industrial/Workshop,Unit 3 Little Ann Street,Unit 3 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359861,173553,Freehold,,Land And Building(S),222,0.055254,,Investment Properties,,,"Security System, Loading Dock","2010, 2011, 2016, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,126897,Industrial/Workshop,Unit 4 Little Ann Street,Unit 4 Little Ann Street Little Ann Street St Judes Bristol BS2 9EB,,Little Ann Street,Bristol,BS2 9EB,Lawrence Hill,359855,173544,Freehold,,Land And Building(S),222,0.05491,,Investment Properties,,,"Loading Dock, Storage Space","2010, 2015, 2016, 2017, 2020, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,126898,Industrial/Workshop,Unit 5 Little Ann Street,Unit 5 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359847,173535,Freehold,,Land And Building(S),222,0.054977,,Investment Properties,,,"Loading Dock, Storage Space","2010, 2016, 2018, 2019, 2021, 2022",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,126899,Industrial/Workshop,Unit 6 Little Ann Street,Unit 6 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359839,173527,Freehold,,Land And Building(S),222,0.057594,,Investment Properties,,,"Storage Space, Loading Dock","2011, 2016, 2017, 2019, 2021, 2022, 2025",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,128177,Special School,New Fosseway Special School BSF,New Fosseway Special School BSF Bridge Learning Campus Teyfant Road Bristol BS13 0RL,,Teyfant Road,Bristol,BS13 0RG,Hengrove & Whitchurch Park,359145,167730,Management Agreement,,Land And Building(S),222,0.151713,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2016, 2021, 2022, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,80502,Primary School,St Werburghs Primary School Academy - Silver Birch Annexe,St Werburghs Primary School Academy - Silver Birch Annexe Stafford Road St Werburghs Bristol BS2 9UR,,Mogg Street,Bristol,BS2 9UB,Ashley,360237,174713,Freehold Reversion,,Land And Building(S),1113.2,0.218607,Yes,Direct Service,G,2200,,"2013, 2016, 2019, 2021",506800.11,,2022,455.2642023,4,Low
"Bristol, City of",7/1/2022,4018,Offices,Brookland Hall,Brookland Hall Conduit Place Ashley Vale Bristol BS2 9RU,,Conduit Place,Bristol,BS2 9RU,Ashley,360147,174343,Informal Agreement,,Building(S) Only,222,0.036293,Yes,Direct Service,,,"Private Parking, Modern Kitchen","2011, 2012, 2016, 2017, 2021, 2023",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,253,Scout/Guide Building,Wellington Hill Scout Hut,Wellington Hill Scout Hut Rozel Road Horfield Bristol BS7 8SQ,,Rozel Road,Bristol,BS7 8SQ,Bishopston & Ashley Down,359165,176515,Freehold,,Land And Building(S),142.98,0.07495,,Indirect Service / Non-Investment Letting(s),F,2000,,"2012, 2016, 2018, 2021, 2022, 2024",291200,,2022,2036.648482,6,Low
"Bristol, City of",7/1/2022,38270,Offices,16 Henacre Road,16 Henacre Road Lawrence Weston Bristol BS11 0HD,16,Henacre Road,Bristol,BS11 0HD,Avonmouth & Lawrence Weston,353527,177726,Freehold,,Land And Building(S),222,0.0152,Yes,Direct Service,,,"Meeting Rooms, Private Parking","2012, 2015, 2016, 2019, 2021, 2023, 2025",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,124711,E P Home/Dwellings,Redfield Lodge,Redfield Lodge Avonvale Road Redfield Bristol BS5 9RG,,Avonvale Road,Bristol,BS5 9RG,St George West,361617,173469,Freehold,,Land And Building(S),2254.5,0.524471,Yes,Direct Service,G,2200,,"2010, 2016, 2017, 2021, 2022",865037.28,,2022,383.6936261,5,Low
"Bristol, City of",7/1/2022,129484,Land-Unused Land,Land At Stile Acres,Land At Stile Acres Stile Acres Lawrence Weston Bristol,,Stile Acres,Bristol,BS11 ,Avonmouth & Lawrence Weston,354538,178451,Freehold,Vacant,Land Only,222,0.249744,,Surplus / Non-operational / Under Review,,,,"2011, 2016, 2020, 2021, 2023, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,129985,Primary School,St Ursulas Academy,St Ursulas Academy Brecon Road Westbury-on-Trym Bristol BS9 4DT,,,,BS9 4DT,Westbury-on-Trym & Henleaze,357443,176640,Freehold Reversion,,Land And Building(S),222,2.866683,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2012, 2016, 2019, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,128392,Land-Car/Lorry Park,Bottle Yard Studios - Car Park Adjoining,Bottle Yard Studios - Car Park Adjoining Whitchurch Lane Whitchurch Bristol  BS14 0BH,,,,BS14 0BH,Hengrove & Whitchurch Park,359554,168119,Freehold,,Land Only,222,2.025212,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2016, 2021, 2023",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,87229,Statue/Monument/Fountain,Arnos Vale Cemetery - War Memorial,Arnos Vale Cemetery - War Memorial Bath Road Brislington Bristol BS4 3EW,,,,BS4 3EW,Knowle,360762,171584,Maintenance Obligation,,Structure,222,0.002508,Yes,Heritage Assets,,,,"2012, 2016, 2018, 2021, 2024",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,127669,Offices,Amelia Court,Amelia Court Pipe Lane City Centre Bristol BS1 5AJ,,Pipe Lane,Bristol,BS1 5AJ,Central,358513,172955,Freehold,,Land And Building(S),28573.9,0.131335,,Investment Properties,A,1000,"Meeting Rooms, Private Parking","2014, 2016, 2017, 2020, 2021",6152224.55,,2022,215.309235,5,High
"Bristol, City of",7/1/2022,127651,Shop/Kiosk,14 The Arcade,14 The Arcade City Centre Bristol BS1 3JA,14,The Arcade,Bristol,BS1 3JA,Central,359068,173395,Leasehold,,Building(S) Only,222,0.004773,,Investment Properties,,,,"2015, 2016, 2017, 2021, 2022",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,128348,Sports Building/Hall/Facility,Hengrove Park Leisure Centre,Hengrove Park Leisure Centre Hengrove Promenade Hengrove Bristol BS14 0DE,,Hengrove Promenade,Bristol,BS14 0DE,Hengrove & Whitchurch Park,359419,168426,Freehold,,Land And Building(S),222,1.332756,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2016, 2018, 2021, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,330,Scout/Guide Building Land,Scout Resource Centre,Scout Resource Centre Gadshill Road Eastville Bristol BS5 6LJ,,Gadshill Road,Bristol,BS5 6LJ,Eastville,361451,175059,Freehold,,Land Only,227.7,0.060926,,Indirect Service / Non-Investment Letting(s),G,2200,,"2012, 2013, 2016, 2017, 2019, 2021",291200,,2022,1278.875714,6,Low
"Bristol, City of",7/1/2022,10905,Shop/Kiosk,6-8 High Street,6-8 High Street Portishead North Somerset BS20 6EW,,,,BS20 6EW,Outside Bristol,346745,176588,Freehold,,Land And Building(S),258.6,0.013709,,Investment Properties,G,2200,,"2012, 2013, 2016, 2021, 2022",291200,,2022,1126.063418,5,Low
"Bristol, City of",7/1/2022,10664,Industrial/Workshop,Fourth Way - Unit 6,Fourth Way - Unit 6 Unit 6 Fourth Way Avonmouth Bristol BS11 8DL,,Fourth Way,Bristol,BS11 8DL,Avonmouth & Lawrence Weston,352962,178268,Freehold,,Land And Building(S),0,0.36693,,Investment Properties,A,1000,"Loading Dock, Storage Space","2010, 2011, 2012, 2016, 2017, 2021",291200,,2022,0,6,High
"Bristol, City of",7/1/2022,10665,Industrial/Workshop,Unit 3 Fifth Way,Unit 3 Fifth Way Avonmouth Bristol BS11 8TD,,,,BS11 8TD,Avonmouth & Lawrence Weston,353185,178511,Freehold,,Land And Building(S),0,1.323998,,Investment Properties,B,1200,"Loading Dock, Storage Space","2012, 2014, 2016, 2020, 2021, 2025",291200,,2022,0,6,High
"Bristol, City of",7/1/2022,10667,Industrial/Workshop,Unit 7 Avonmouth Way,Unit 7 Avonmouth Way First Way Avonmouth Bristol BS11 9YA,,,,BS11 9YA,Avonmouth & Lawrence Weston,352149,178382,Freehold,,Land And Building(S),0,0.376807,,Investment Properties,C,1400,"Loading Dock, Storage Space","2013, 2016, 2017, 2020, 2021, 2023",291200,,2022,0,6,Medium
"Bristol, City of",7/1/2022,10668,Industrial/Workshop,Fourth Way - Unit 4,Fourth Way - Unit 4 Avonmouth Bristol BS11 8DP,,Fourth Way,Bristol,BS11 8DY,Avonmouth & Lawrence Weston,352843,178234,Freehold,,Land And Building(S),3500,0.86621,,Investment Properties,C,1400,"Loading Dock, Security System","2012, 2013, 2016, 2020, 2021",1378724.88,,2022,393.9213943,5,Medium
"Bristol, City of",7/1/2022,10669,Industrial/Workshop,Unit 11 Fourth Way,Unit 11 Fourth Way Avonmouth Bristol BS11 8DP,,Fourth Way,Bristol,BS11 8DX,Avonmouth & Lawrence Weston,352877,178296,Freehold,,Land And Building(S),222,0.406278,,Investment Properties,,,"Security System, Storage Space","2010, 2014, 2015, 2016, 2019, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,10670,Store/Depot/Warehouse,Fifth Way - Premises At,Fifth Way - Premises At Avonmouth Trading Estate Avonmouth Bristol BS11 8DT,,Fifth Way,Bristol,BS11 8DT,Avonmouth & Lawrence Weston,353317,178487,Freehold,,Land And Building(S),222,0.887574,,Investment Properties,,,,"2012, 2016, 2017, 2018, 2021, 2023, 2025",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,10915,Offices,38-40 High Street,38-40 High Street Portishead North Somerset BS20 6EN,,,,BS20 6EN,Outside Bristol,346700,176440,Freehold,,Land And Building(S),200,0.054376,,Investment Properties,B,1200,"Private Parking, Meeting Rooms","2012, 2016, 2019, 2021, 2025",291200,,2022,1456,5,High
"Bristol, City of",7/1/2022,10916,Offices,46 High Street,46 High Street Portishead North Somerset BS20 6EL,,,,BS20 6EL,Outside Bristol,346695,176390,Freehold,,Land And Building(S),90,0.022069,,Investment Properties,A,1000,"Private Parking, Modern Kitchen","2013, 2016, 2020, 2021",291200,,2022,3235.555556,4,High
"Bristol, City of",7/1/2022,10917,Shop/Kiosk,52 High Street,52 High Street Portishead North Somerset BS20 6EL,,,,BS20 6EL,Outside Bristol,346691,176369,Freehold,,Land And Building(S),100,0.016985,,Investment Properties,F,2000,,"2011, 2014, 2016, 2020, 2021",291200,,2022,2912,5,Low
"Bristol, City of",7/1/2022,10918,Shop/Kiosk,54 High Street,54 High Street Portishead North Somerset BS20 6EL,,,,BS20 6EL,Outside Bristol,346691,176363,Freehold,,Land And Building(S),185,0.021045,,Investment Properties,E,1800,,"2010, 2012, 2015, 2016, 2021, 2023, 2025",291200,,2022,1574.054054,7,Low
"Bristol, City of",7/1/2022,10922,Shop/Kiosk,Essex House - 1,Essex House - 1 109 High Street Portishead North Somerset BS20 6PT,,,,BS20 6PT,Outside Bristol,346758,175964,Freehold,,Land And Building(S),250,0.020557,,Investment Properties,G,2200,,"2011, 2016, 2021, 2022",291200,,2022,1164.8,4,Low
"Bristol, City of",7/1/2022,10633,Industrial/Workshop,Unit 2 First Way,Unit 2 First Way Avonmouth Bristol BS11 9EF,,Neale Way,Bristol,BS11 9FB,Avonmouth & Lawrence Weston,352083,178269,Freehold,,Land And Building(S),0,0.218944,,Investment Properties,A,1000,"Loading Dock, Security System","2016, 2021, 2023, 2024",291200,,2022,0,4,High
"Bristol, City of",7/1/2022,10635,Industrial/Workshop,British Bakeries Premises,British Bakeries Premises Unit 3 Second Way Avonmouth Bristol BS11 8DQ,,Second Way,Bristol,BS11 8DQ,Avonmouth & Lawrence Weston,352570,178200,Freehold,,Land And Building(S),0,2.122361,,Investment Properties,A,1000,"Loading Dock, Security System","2013, 2016, 2019, 2020, 2021",291200,,2022,0,5,High
"Bristol, City of",7/1/2022,10637,Industrial/Workshop,Units 1-10 Lescren Way,Units 1-10 Lescren Way Avonmouth Bristol BS11 8DG,,Lescren Way,Bristol,BS11 8DG,Avonmouth & Lawrence Weston,352766,178367,Freehold,,Land And Building(S),5000,1.085125,,Investment Properties,D,1600,"Security System, Storage Space","2011, 2014, 2016, 2020, 2021, 2025",1742539.46,,2022,348.507892,6,Medium
"Bristol, City of",7/1/2022,10638,Industrial/Workshop,Second Way - Warehouse Premises On East Side,Second Way - Warehouse Premises On East Side Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth & Lawrence Weston,352722,178275,Freehold,,Land And Building(S),0,0.946003,,Investment Properties,B,1200,"Loading Dock, Security System","2016, 2018, 2019, 2021, 2022",291200,,2022,0,5,High
"Bristol, City of",7/1/2022,10639,Store/Depot/Warehouse,Point 4 Industrial Estate,Point 4 Industrial Estate Block C Units 9/10/11 Second Way Avonmouth Bristol BS11 8DF,,,,BS11 8DF,Avonmouth & Lawrence Weston,352706,178217,Freehold Reversion,,Land And Building(S),0,0.410434,,Investment Properties,G,2200,,"2013, 2016, 2019, 2020, 2021, 2024",291200,,2022,0,6,Low
"Bristol, City of",7/1/2022,10640,Store/Depot/Warehouse,Point 4 Industrial Estate - Units 1-6,Point 4 Industrial Estate - Units 1-6 Block A Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth & Lawrence Weston,352780,178152,Freehold Reversion,,Land And Building(S),4000,0.79066,,Investment Properties,F,2000,,"2015, 2016, 2019, 2021, 2025",616151.45,,2022,154.0378625,5,Low
"Bristol, City of",7/1/2022,10641,Store/Depot/Warehouse,Point 4 Industrial Estate - Units 7-8,Point 4 Industrial Estate - Units 7-8 Block B 7-8 Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth & Lawrence Weston,352667,178207,Freehold Reversion,,Land And Building(S),3500,0.643637,,Investment Properties,E,1800,,"2011, 2012, 2016, 2020, 2021, 2023",634807.67,,2022,181.37362,6,Low
"Bristol, City of",7/1/2022,10643,Industrial/Workshop,Third Way - Unit 8 - Part Of,Third Way - Unit 8 - Part Of Avonmouth Bristol BS11 9YL,,,,BS11 9YL,Avonmouth & Lawrence Weston,352342,178613,Freehold,,Land And Building(S),0,1.68299,,Investment Properties,C,1400,"Loading Dock, Storage Space","2012, 2016, 2021",291200,,2022,0,3,Medium
"Bristol, City of",7/1/2022,10614,Industrial/Workshop,Unit 15 Avonmouth Way West,Unit 15 Avonmouth Way West Avonmouth Bristol BS11 9EX,,Avonmouth Way West,Bristol,BS11 9EX,Avonmouth & Lawrence Weston,352024,178502,Freehold,,Land And Building(S),0,1.588285,,Investment Properties,A,1000,"Storage Space, Security System","2011, 2014, 2016, 2019, 2021",291200,,2022,0,5,High
"Bristol, City of",7/1/2022,17393,Store/Depot/Warehouse,1-3 Peters Terrace,1-3 Peters Terrace Barton Hill Bristol BS5 0BW,1,Peters Terrace,Bristol,BS5 0BW,Lawrence Hill,360580,173188,Freehold,,Land And Building(S),222,0.1861,,Investment Properties,,,,"2013, 2014, 2016, 2018, 2021, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,10697,Garage/Garages/Car Parking - Domestic,Land At Rear Of 158-162 Slade Road,Land At Rear Of 158-162 Slade Road Newlands Hill Portishead North Somerset BS20 6AS,,,,BS20 6AS,Outside Bristol,346444,176002,Freehold,,Land And Building(S),0,0.047645,,Investment Properties,G,2200,,"2011, 2013, 2015, 2016, 2021, 2025",291200,,2022,0,6,Low
"Bristol, City of",7/1/2022,118,Primary School,Fonthill Primary Academy,Fonthill Primary Academy Ascot Road Southmead Bristol BS10 5SW,,Ascot Road,Bristol,BS10 5SW,Southmead,359065,178635,Freehold Reversion,,Land And Building(S),3359.3,2.053741,,Indirect Service / Non-Investment Letting(s),G,2200,,"2012, 2014, 2016, 2021, 2025",961779.24,,2022,286.303468,5,Low
"Bristol, City of",7/1/2022,10457,Offices,1 Victoria Street,1 Victoria Street Redcliff Bristol BS1 6AA,1,Victoria Street,Bristol,BS1 6AA,Central,359018,172855,Freehold,,Land And Building(S),3800,0.086377,,Investment Properties,A,1000,"Meeting Rooms, Modern Kitchen","2012, 2016, 2021, 2022, 2025",727866.42,,2022,191.5437947,5,High
"Bristol, City of",7/1/2022,10458,Offices,Canningford House,Canningford House 38 Victoria Street Temple Bristol BS1 6BY,38,Victoria Street,Bristol,BS1 6BY,Central,359233,172784,Freehold,,Land And Building(S),6122,0.071369,,Investment Properties,B,1200,"Modern Kitchen, Private Parking","2011, 2016, 2021, 2024, 2025",1968362.78,,2022,321.5228324,5,High
"Bristol, City of",7/1/2022,10462,Offices,4-6 Victoria Street,4-6 Victoria Street Redcliff Bristol BS1 6BN,4,Victoria Street,Bristol,BS1 6BN,Central,359113,172857,Freehold,,Land And Building(S),367.2,0.024837,,Investment Properties,C,1400,"Modern Kitchen, Private Parking","2010, 2013, 2016, 2019, 2021, 2023, 2024",291200,,2022,793.0283224,7,Medium
"Bristol, City of",7/1/2022,10948,Shop/Kiosk,2 Cabstand,2 Cabstand Portishead North Somerset BS20 7HW,,,,BS20 7HW,Outside Bristol,346762,176620,Freehold,,Land And Building(S),178.74,0.018264,,Investment Properties,E,1800,,"2011, 2014, 2015, 2016, 2020, 2021, 2023",291200,,2022,1629.182052,7,Low
"Bristol, City of",7/1/2022,9219,Block/Blocks Of Flats,Queen Quay,Queen Quay Welsh Back City Centre Bristol,,Welsh Back,Bristol,BS1 4SL,Central,358923,172565,Freehold,,Land And Building(S),0,0.094453,,Investment Properties,G,2200,,"2013, 2016, 2018, 2021, 2024",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,10590,Industrial/Workshop,Redcliffe House,Redcliffe House 10 Whitehouse Street Bedminster Bristol BS3 4AR,10,Whitehouse Street,Bristol,BS3 4AU,Southville,359070,171831,Freehold,,Land And Building(S),0,0.432343,,Investment Properties,B,1200,"Loading Dock, Security System","2016, 2018, 2019, 2020, 2021",291200,,2022,0,5,High
"Bristol, City of",7/1/2022,10647,Store/Depot/Warehouse,Third Way - Unit  3,Third Way - Unit  3 Third Way Avonmouth Bristol BS11 9HL,3,Third Way,Bristol,BS11 9HL,Avonmouth & Lawrence Weston,351835,178754,Freehold,,Land And Building(S),0,0.621752,,Investment Properties,F,2000,,"2016, 2018, 2021",291200,,2022,0,3,Low
"Bristol, City of",7/1/2022,10648,Industrial/Workshop,Unit 6 Third Way,Unit 6 Third Way Avonmouth Bristol BS11 9HL,6,Third Way,Bristol,BS11 9HL,Avonmouth & Lawrence Weston,352054,178887,Freehold,,Land And Building(S),0,0.807959,,Investment Properties,C,1400,"Loading Dock, Storage Space","2011, 2014, 2016, 2019, 2021",291200,,2022,0,5,Medium
